Desc	FAMILY	Bbub	Chir	Hbin	Hbta	Hsap	Sscr
(null)	PTHR11118	1	1	1	1	1	1
(null)	PTHR11119	3	3	3	3	3	3
(null)	PTHR11124	1	1	1	1	1	1
(null)	PTHR11125	1	1	1	1	1	1
(null)	PTHR11127	1	1	1	1	1	2
(null)	PTHR11129	3	3	3	3	3	3
(null)	PTHR11130	1	1	1	1	1	1
(null)	PTHR11132	10	10	10	11	13	11
(null)	PTHR11133	1	1	1	1	1	1
(null)	PTHR11134	5	5	5	5	5	5
(null)	PTHR11135	1	1	1	1	1	1
(null)	PTHR11136	1	1	1	1	1	1
(null)	PTHR11138	1	1	1	1	1	1
(null)	PTHR11139	6	7	6	6	7	6
(null)	PTHR11140	1	1	1	1	1	1
(null)	PTHR11141	2	2	2	2	2	2
(null)	PTHR11142	3	3	3	3	3	3
(null)	PTHR11143	4	2	3	2	2	2
(null)	PTHR11145	3	3	3	3	2	3
(null)	PTHR11153	5	5	5	5	5	4
(null)	PTHR11157	7	7	7	7	7	7
(null)	PTHR11158	4	4	4	4	4	4
(null)	PTHR11164	1	1	1	1	1	1
(null)	PTHR11165	1	2	1	1	1	1
(null)	PTHR11176	2	2	2	2	6	2
(null)	PTHR11177	6	4	6	7	5	5
(null)	PTHR11178	1	1	1	1	1	1
(null)	PTHR11183	3	2	2	2	2	2
(null)	PTHR11188	6	6	6	6	6	6
(null)	PTHR11193	1	2	1	1	1	1
(null)	PTHR11199	3	3	3	3	3	3
(null)	PTHR11200	6	6	6	6	6	6
(null)	PTHR11202	6	6	6	6	6	6
(null)	PTHR11203	2	2	2	2	2	2
(null)	PTHR11205	2	2	2	2	2	2
(null)	PTHR11206	2	2	2	2	2	3
(null)	PTHR11207	2	2	2	2	2	2
(null)	PTHR11208	5	5	5	5	5	5
(null)	PTHR11210	3	4	3	4	2	3
(null)	PTHR11211	7	7	7	7	7	7
(null)	PTHR11213	3	3	3	3	3	3
(null)	PTHR11214	20	14	16	17	15	15
(null)	PTHR11215	1	1	1	1	1	1
(null)	PTHR11216	11	12	11	11	11	11
(null)	PTHR11219	4	4	4	4	4	4
(null)	PTHR11220	2	2	2	3	2	2
(null)	PTHR11223	2	2	2	2	2	2
(null)	PTHR11224	3	3	3	3	3	3
(null)	PTHR11225	1	1	1	1	1	1
(null)	PTHR11226	2	2	2	2	2	2
(null)	PTHR11227	4	4	4	4	4	4
(null)	PTHR11229	1	1	1	1	1	1
(null)	PTHR11232	11	11	11	11	11	11
(null)	PTHR11237	1	1	1	1	1	1
(null)	PTHR11239	3	3	3	3	3	3
(null)	PTHR11240	1	1	1	1	1	1
(null)	PTHR11241	2	1	1	1	2	1
(null)	PTHR11242	2	2	2	2	2	2
(null)	PTHR11243	5	5	5	5	5	5
(null)	PTHR11245	2	2	2	2	2	2
(null)	PTHR11246	3	3	3	3	3	3
(null)	PTHR11247	3	3	3	3	3	3
(null)	PTHR11249	2	2	2	2	2	2
(null)	PTHR11250	2	2	2	2	2	2
(null)	PTHR11252	1	1	1	1	1	1
(null)	PTHR11254	12	12	12	12	13	11
(null)	PTHR11255	10	10	10	10	10	10
(null)	PTHR11256	9	9	10	10	9	9
(null)	PTHR11258	6	4	4	5	4	3
(null)	PTHR11259	5	4	6	6	4	4
(null)	PTHR11261	1	1	1	1	1	1
(null)	PTHR11264	1	1	1	1	1	1
(null)	PTHR11265	1	1	1	1	1	1
(null)	PTHR11266	4	4	5	5	4	4
(null)	PTHR11267	17	17	17	17	17	16
(null)	PTHR11269	3	3	4	3	3	3
(null)	PTHR11271	1	1	1	1	1	1
(null)	PTHR11274	1	1	1	1	1	1
(null)	PTHR11276	4	4	4	4	4	4
(null)	PTHR11278	1	1	1	1	1	1
(null)	PTHR11280	2	2	2	2	2	2
(null)	PTHR11289	1	1	1	1	1	1
(null)	PTHR11292	1	1	1	1	2	1
(null)	PTHR11304	8	8	8	8	8	8
(null)	PTHR11306	1	1	1	1	1	1
(null)	PTHR11309	16	16	16	17	16	16
(null)	PTHR11311	4	4	4	4	4	4
(null)	PTHR11315	1	1	1	1	1	1
(null)	PTHR11318	2	2	2	2	2	2
(null)	PTHR11324	2	2	2	2	2	2
(null)	PTHR11328	3	3	3	3	3	3
(null)	PTHR11329	1	1	1	1	1	1
(null)	PTHR11332	1	1	1	1	3	1
(null)	PTHR11334	7	7	7	7	11	5
(null)	PTHR11337	3	3	3	3	3	3
(null)	PTHR11339	10	9	10	12	9	10
(null)	PTHR11346	12	13	12	12	16	11
(null)	PTHR11347	21	21	21	21	21	21
(null)	PTHR11348	6	6	7	6	6	6
(null)	PTHR11349	4	4	3	4	4	3
(null)	PTHR11351	2	2	2	2	2	2
(null)	PTHR11352	1	1	1	1	1	1
(null)	PTHR11353	10	10	10	10	10	10
(null)	PTHR11358	1	1	1	1	1	1
(null)	PTHR11359	3	3	3	3	3	3
(null)	PTHR11360	15	15	15	15	14	15
(null)	PTHR11361	5	5	5	5	5	5
(null)	PTHR11362	3	4	3	3	3	3
(null)	PTHR11363	2	2	2	2	2	2
(null)	PTHR11364	2	2	2	2	2	2
(null)	PTHR11365	1	1	1	1	1	1
(null)	PTHR11370	1	1	1	1	1	1
(null)	PTHR11371	5	4	4	4	4	4
(null)	PTHR11373	1	1	1	1	1	1
(null)	PTHR11374	2	1	1	1	1	1
(null)	PTHR11375	3	3	3	3	5	3
(null)	PTHR11377	2	2	2	2	2	2
(null)	PTHR11380	2	2	3	2	2	2
(null)	PTHR11383	1	1	1	1	1	1
(null)	PTHR11384	4	4	4	4	4	4
(null)	PTHR11385	4	4	4	4	4	4
(null)	PTHR11387	2	2	2	2	2	2
(null)	PTHR11388	10	10	10	10	13	10
(null)	PTHR11390	2	2	2	2	2	2
(null)	PTHR11394	18	19	20	20	25	16
(null)	PTHR11403	1	1	0	1	1	1
(null)	PTHR11404	1	1	1	1	1	1
(null)	PTHR11405	2	2	2	2	2	2
(null)	PTHR11406	2	2	2	2	2	2
(null)	PTHR11407	15	12	13	16	9	7
(null)	PTHR11409	3	3	3	3	3	3
(null)	PTHR11410	1	1	0	1	1	1
(null)	PTHR11412	9	10	9	9	11	7
(null)	PTHR11414	3	3	2	3	2	2
(null)	PTHR11416	1	1	1	1	1	4
(null)	PTHR11417	12	11	12	12	6	2
(null)	PTHR11418	1	1	1	1	1	1
(null)	PTHR11419	1	1	1	1	1	1
(null)	PTHR11422	1	1	1	1	1	1
(null)	PTHR11426	15	16	20	20	21	9
(null)	PTHR11429	1	1	1	1	1	1
(null)	PTHR11430	19	21	18	23	13	12
(null)	PTHR11431	7	4	5	5	5	5
(null)	PTHR11432	1	1	0	1	1	1
(null)	PTHR11434	1	1	0	1	1	1
(null)	PTHR11435	1	1	0	1	1	1
(null)	PTHR11437	16	15	17	15	13	12
(null)	PTHR11438	3	3	3	3	3	3
(null)	PTHR11440	2	2	2	2	2	2
(null)	PTHR11441	1	1	1	1	1	1
(null)	PTHR11442	14	14	11	11	10	7
(null)	PTHR11444	1	1	1	1	1	1
(null)	PTHR11447	3	3	3	3	3	3
(null)	PTHR11449	3	1	2	1	1	1
(null)	PTHR11451	3	3	3	3	3	3
(null)	PTHR11452	2	2	2	2	2	2
(null)	PTHR11453	10	10	10	10	10	10
(null)	PTHR11454	1	1	1	1	2	1
(null)	PTHR11455	2	2	2	2	2	2
(null)	PTHR11458	1	1	1	1	1	1
(null)	PTHR11461	48	50	53	52	37	41
(null)	PTHR11462	3	3	3	3	3	3
(null)	PTHR11465	1	1	1	1	1	1
(null)	PTHR11467	12	12	13	13	10	9
(null)	PTHR11468	3	3	3	3	3	3
(null)	PTHR11469	1	1	1	1	1	1
(null)	PTHR11470	1	1	1	1	1	1
(null)	PTHR11471	9	10	9	10	9	9
(null)	PTHR11472	4	4	4	4	4	4
(null)	PTHR11473	4	4	4	4	4	4
(null)	PTHR11474	3	3	3	3	3	3
(null)	PTHR11475	6	5	4	5	6	5
(null)	PTHR11476	2	2	2	2	2	2
(null)	PTHR11477	9	9	10	10	8	8
(null)	PTHR11480	3	3	3	3	3	3
(null)	PTHR11481	14	14	14	14	16	14
(null)	PTHR11482	3	4	3	3	3	3
(null)	PTHR11485	5	5	4	4	4	5
(null)	PTHR11486	22	22	22	23	22	21
(null)	PTHR11487	1	1	1	1	1	1
(null)	PTHR11489	1	2	1	1	2	3
(null)	PTHR11492	4	4	4	4	4	4
(null)	PTHR11494	2	2	2	2	2	2
(null)	PTHR11496	1	1	1	1	1	1
(null)	PTHR11500	1	1	1	1	1	1
(null)	PTHR11501	3	3	4	3	3	3
(null)	PTHR11502	2	1	1	1	1	1
(null)	PTHR11504	2	2	2	2	2	2
(null)	PTHR11505	0	0	0	0	1	1
(null)	PTHR11506	5	5	5	5	5	6
(null)	PTHR11509	1	1	1	1	1	1
(null)	PTHR11510	1	1	1	1	1	0
(null)	PTHR11515	6	5	5	5	10	4
(null)	PTHR11516	2	2	2	2	2	2
(null)	PTHR11521	3	3	3	3	3	3
(null)	PTHR11523	5	6	5	5	5	5
(null)	PTHR11524	3	3	2	2	2	2
(null)	PTHR11525	1	1	1	1	1	1
(null)	PTHR11528	5	4	4	4	4	4
(null)	PTHR11530	2	2	2	2	2	2
(null)	PTHR11532	8	8	8	8	8	8
(null)	PTHR11533	9	8	8	8	8	8
(null)	PTHR11534	4	4	4	4	4	4
(null)	PTHR11537	32	31	32	32	32	32
(null)	PTHR11538	3	3	3	3	3	3
(null)	PTHR11539	1	1	1	1	1	1
(null)	PTHR11540	1	1	1	1	1	1
(null)	PTHR11544	4	3	3	3	3	3
(null)	PTHR11545	3	3	2	2	2	2
(null)	PTHR11547	4	4	4	4	5	4
(null)	PTHR11548	1	1	1	1	1	1
(null)	PTHR11550	2	2	2	2	2	2
(null)	PTHR11551	6	6	6	6	6	6
(null)	PTHR11552	1	1	1	1	1	1
(null)	PTHR11556	2	2	2	2	2	2
(null)	PTHR11557	1	1	1	1	1	1
(null)	PTHR11558	1	1	1	1	1	1
(null)	PTHR11559	7	10	8	8	7	5
(null)	PTHR11560	1	1	1	1	1	1
(null)	PTHR11561	2	2	2	2	2	2
(null)	PTHR11562	4	4	4	4	3	4
(null)	PTHR11564	1	1	1	1	1	1
(null)	PTHR11566	7	7	7	7	7	7
(null)	PTHR11567	6	6	6	6	6	6
(null)	PTHR11568	2	2	2	2	2	2
(null)	PTHR11570	1	1	2	1	1	2
(null)	PTHR11571	14	15	14	14	12	14
(null)	PTHR11573	1	1	1	1	1	1
(null)	PTHR11574	1	1	1	1	1	1
(null)	PTHR11575	1	1	1	1	1	1
(null)	PTHR11576	1	1	1	1	2	1
(null)	PTHR11579	3	3	3	3	3	3
(null)	PTHR11581	5	6	7	2	3	2
(null)	PTHR11584	3	3	3	3	3	3
(null)	PTHR11586	2	2	2	2	2	2
(null)	PTHR11587	1	1	1	1	1	1
(null)	PTHR11588	23	22	26	24	25	18
(null)	PTHR11589	4	4	4	4	4	4
(null)	PTHR11590	8	8	8	8	9	8
(null)	PTHR11592	8	8	8	10	8	8
(null)	PTHR11593	2	4	2	1	2	1
(null)	PTHR11594	4	5	3	3	2	3
(null)	PTHR11595	3	3	3	3	3	3
(null)	PTHR11596	7	8	6	6	4	4
(null)	PTHR11599	20	19	19	19	19	18
(null)	PTHR11601	2	2	2	2	2	2
(null)	PTHR11604	1	1	1	1	1	1
(null)	PTHR11606	3	1	1	1	2	1
(null)	PTHR11607	5	7	6	8	4	4
(null)	PTHR11610	10	10	10	10	9	10
(null)	PTHR11614	1	1	1	1	1	1
(null)	PTHR11615	3	3	3	3	3	3
(null)	PTHR11616	20	20	22	21	19	19
(null)	PTHR11618	3	4	3	3	3	3
(null)	PTHR11620	1	4	1	1	1	1
(null)	PTHR11624	1	1	1	1	1	1
(null)	PTHR11626	1	1	1	1	1	1
(null)	PTHR11627	3	3	3	3	3	3
(null)	PTHR11629	4	4	4	4	4	4
(null)	PTHR11630	9	9	9	9	9	9
(null)	PTHR11632	1	1	1	1	1	1
(null)	PTHR11633	4	4	4	4	4	3
(null)	PTHR11635	4	4	4	4	4	4
(null)	PTHR11636	16	16	16	16	18	17
(null)	PTHR11638	1	1	1	1	1	1
(null)	PTHR11639	25	22	23	23	25	24
(null)	PTHR11640	7	6	6	6	6	6
(null)	PTHR11644	1	1	1	1	1	1
(null)	PTHR11645	4	4	4	4	4	4
(null)	PTHR11647	6	6	6	6	6	6
(null)	PTHR11652	2	2	2	2	2	1
(null)	PTHR11653	2	2	2	2	3	2
(null)	PTHR11654	6	6	6	6	5	5
(null)	PTHR11655	4	4	1	1	1	1
(null)	PTHR11659	1	1	1	1	1	1
(null)	PTHR11660	1	1	1	1	1	1
(null)	PTHR11661	2	2	2	2	2	2
(null)	PTHR11662	9	10	9	9	9	9
(null)	PTHR11668	3	3	3	3	3	3
(null)	PTHR11669	4	4	4	4	4	4
(null)	PTHR11670	2	2	2	2	2	2
(null)	PTHR11671	1	2	1	1	1	1
(null)	PTHR11673	2	2	2	2	3	1
(null)	PTHR11675	20	20	20	20	21	20
(null)	PTHR11679	8	10	9	8	8	8
(null)	PTHR11680	2	2	2	2	2	2
(null)	PTHR11681	2	2	2	2	2	2
(null)	PTHR11683	3	3	3	3	3	4
(null)	PTHR11685	10	10	9	10	10	10
(null)	PTHR11686	3	3	3	3	8	3
(null)	PTHR11689	2	2	2	2	2	2
(null)	PTHR11690	9	9	9	9	9	10
(null)	PTHR11691	51	53	55	54	17	27
(null)	PTHR11692	1	1	1	1	1	1
(null)	PTHR11693	1	1	1	1	1	1
(null)	PTHR11695	1	1	1	1	1	1
(null)	PTHR11699	9	9	8	9	9	9
(null)	PTHR11700	2	1	2	2	1	1
(null)	PTHR11702	2	2	2	2	2	2
(null)	PTHR11703	1	1	1	1	1	1
(null)	PTHR11705	8	8	8	8	9	9
(null)	PTHR11706	4	3	4	4	2	2
(null)	PTHR11707	1	1	1	1	1	1
(null)	PTHR11709	4	4	4	5	3	4
(null)	PTHR11710	2	1	1	1	1	1
(null)	PTHR11711	17	18	17	17	20	16
(null)	PTHR11712	1	1	1	1	1	1
(null)	PTHR11715	1	2	3	1	1	1
(null)	PTHR11716	10	11	12	12	9	8
(null)	PTHR11717	1	1	1	1	1	1
(null)	PTHR11721	3	1	1	1	1	1
(null)	PTHR11722	1	1	1	1	1	1
(null)	PTHR11723	4	4	4	3	4	4
(null)	PTHR11724	1	1	1	1	1	0
(null)	PTHR11726	4	5	3	2	2	1
(null)	PTHR11727	4	3	3	3	3	3
(null)	PTHR11728	2	2	2	2	2	2
(null)	PTHR11730	4	4	4	4	5	4
(null)	PTHR11731	6	6	6	6	6	6
(null)	PTHR11732	5	5	5	18	10	4
(null)	PTHR11733	7	7	7	7	9	7
(null)	PTHR11735	2	2	2	2	2	2
(null)	PTHR11736	46	31	51	53	39	29
(null)	PTHR11738	19	15	17	14	48	12
(null)	PTHR11739	1	1	2	1	1	1
(null)	PTHR11740	1	1	1	1	1	0
(null)	PTHR11741	1	1	1	1	1	1
(null)	PTHR11742	5	5	5	6	4	5
(null)	PTHR11743	3	3	3	3	3	3
(null)	PTHR11746	1	1	1	1	2	2
(null)	PTHR11748	1	1	0	1	1	1
(null)	PTHR11749	1	1	1	1	2	1
(null)	PTHR11751	2	2	2	2	2	2
(null)	PTHR11753	7	7	7	8	6	7
(null)	PTHR11757	1	1	1	1	1	1
(null)	PTHR11758	2	1	1	2	1	1
(null)	PTHR11759	2	2	2	2	2	2
(null)	PTHR11760	1	1	1	1	1	1
(null)	PTHR11761	1	3	1	1	1	1
(null)	PTHR11764	1	1	1	1	1	1
(null)	PTHR11766	1	1	1	1	1	1
(null)	PTHR11767	15	15	15	15	16	15
(null)	PTHR11769	6	6	6	6	5	4
(null)	PTHR11771	7	8	7	7	6	6
(null)	PTHR11772	1	1	1	1	1	1
(null)	PTHR11773	1	1	1	1	1	1
(null)	PTHR11774	3	3	3	3	4	3
(null)	PTHR11777	2	2	1	2	2	2
(null)	PTHR11778	2	2	2	2	2	2
(null)	PTHR11780	1	1	1	1	1	1
(null)	PTHR11781	3	3	3	3	3	3
(null)	PTHR11782	8	8	8	8	8	8
(null)	PTHR11783	13	11	13	13	13	12
(null)	PTHR11785	9	11	10	9	8	8
(null)	PTHR11786	1	1	1	1	2	2
(null)	PTHR11787	4	4	4	4	4	4
(null)	PTHR11792	4	4	4	4	4	4
(null)	PTHR11793	3	3	3	3	3	3
(null)	PTHR11799	3	3	3	3	3	3
(null)	PTHR11800	2	2	2	2	2	2
(null)	PTHR11801	7	7	7	7	7	7
(null)	PTHR11802	3	3	3	3	3	3
(null)	PTHR11803	1	1	1	1	1	1
(null)	PTHR11804	3	3	3	3	3	3
(null)	PTHR11805	1	1	1	1	1	1
(null)	PTHR11806	1	1	1	1	1	1
(null)	PTHR11807	2	2	2	2	1	2
(null)	PTHR11808	1	1	1	1	1	1
(null)	PTHR11811	1	1	1	1	1	1
(null)	PTHR11814	10	11	11	11	10	11
(null)	PTHR11815	2	2	2	2	2	2
(null)	PTHR11817	2	2	2	2	2	1
(null)	PTHR11818	16	18	17	17	15	16
(null)	PTHR11819	7	7	7	7	6	7
(null)	PTHR11820	1	1	1	1	1	1
(null)	PTHR11822	2	2	2	2	2	2
(null)	PTHR11824	4	4	4	4	4	5
(null)	PTHR11825	2	2	2	2	2	2
(null)	PTHR11827	9	9	9	9	9	9
(null)	PTHR11829	20	20	20	20	25	19
(null)	PTHR11830	2	5	2	2	2	2
(null)	PTHR11831	2	2	2	2	2	2
(null)	PTHR11834	4	4	4	4	4	4
(null)	PTHR11835	3	3	3	3	3	3
(null)	PTHR11839	2	2	2	2	2	2
(null)	PTHR11841	1	1	1	1	1	1
(null)	PTHR11842	2	2	2	2	2	2
(null)	PTHR11843	2	1	1	1	1	1
(null)	PTHR11844	4	4	5	4	3	4
(null)	PTHR11845	1	1	1	1	1	1
(null)	PTHR11846	2	4	2	2	2	2
(null)	PTHR11847	3	1	1	1	1	1
(null)	PTHR11848	33	32	32	32	32	32
(null)	PTHR11849	27	27	27	27	28	28
(null)	PTHR11850	12	11	11	11	13	12
(null)	PTHR11851	4	4	4	4	4	4
(null)	PTHR11852	3	3	3	3	3	3
(null)	PTHR11860	17	16	16	16	14	13
(null)	PTHR11861	3	3	3	3	3	3
(null)	PTHR11863	4	4	5	4	4	4
(null)	PTHR11864	2	2	2	2	2	2
(null)	PTHR11866	8	8	9	8	8	8
(null)	PTHR11871	3	3	4	3	4	3
(null)	PTHR11873	1	1	1	1	1	1
(null)	PTHR11875	14	19	19	14	18	14
(null)	PTHR11876	0	0	0	0	6	0
(null)	PTHR11878	3	3	3	3	3	3
(null)	PTHR11879	3	3	3	3	3	3
(null)	PTHR11880	1	1	1	1	1	1
(null)	PTHR11884	1	1	0	1	1	1
(null)	PTHR11885	2	1	2	2	1	2
(null)	PTHR11886	5	3	4	6	3	3
(null)	PTHR11889	3	3	3	3	3	3
(null)	PTHR11890	11	11	11	11	11	11
(null)	PTHR11895	1	1	2	1	1	1
(null)	PTHR11902	4	4	4	4	4	4
(null)	PTHR11903	3	3	3	3	3	3
(null)	PTHR11904	1	2	2	2	1	1
(null)	PTHR11905	25	24	26	24	19	20
(null)	PTHR11907	1	1	1	1	1	1
(null)	PTHR11908	5	4	4	4	2	4
(null)	PTHR11909	13	15	14	15	14	12
(null)	PTHR11910	1	1	1	1	1	1
(null)	PTHR11911	2	3	2	2	2	2
(null)	PTHR11913	3	3	3	3	3	3
(null)	PTHR11915	12	12	12	11	12	12
(null)	PTHR11918	1	1	1	1	1	1
(null)	PTHR11920	5	5	6	5	5	6
(null)	PTHR11921	2	1	1	1	1	1
(null)	PTHR11922	1	1	2	1	1	1
(null)	PTHR11923	4	5	5	5	3	6
(null)	PTHR11927	3	3	3	3	2	3
(null)	PTHR11929	6	6	7	6	8	6
(null)	PTHR11931	3	4	3	4	4	3
(null)	PTHR11932	6	6	6	6	6	7
(null)	PTHR11933	1	1	1	1	1	1
(null)	PTHR11934	1	1	1	1	1	1
(null)	PTHR11935	3	3	4	3	3	3
(null)	PTHR11937	27	28	27	26	27	26
(null)	PTHR11938	1	1	1	1	1	1
(null)	PTHR11941	5	6	5	5	5	5
(null)	PTHR11943	1	1	1	1	1	1
(null)	PTHR11945	4	4	4	4	5	4
(null)	PTHR11946	2	2	2	2	2	2
(null)	PTHR11947	5	5	5	5	5	5
(null)	PTHR11949	9	9	9	9	9	10
(null)	PTHR11950	2	2	2	2	3	3
(null)	PTHR11952	2	2	2	2	2	2
(null)	PTHR11953	3	3	2	3	3	3
(null)	PTHR11954	3	2	3	3	4	2
(null)	PTHR11955	15	16	16	17	16	14
(null)	PTHR11956	2	2	2	2	2	2
(null)	PTHR11958	7	7	7	7	7	7
(null)	PTHR11959	2	2	2	2	2	2
(null)	PTHR11960	4	4	4	4	4	4
(null)	PTHR11961	2	2	2	3	1	1
(null)	PTHR11963	2	2	2	2	2	2
(null)	PTHR11964	2	2	2	2	2	2
(null)	PTHR11967	1	1	1	1	2	1
(null)	PTHR11969	5	5	5	5	5	5
(null)	PTHR11972	7	7	7	7	7	7
(null)	PTHR11973	4	4	4	4	4	4
(null)	PTHR11977	8	8	8	8	8	7
(null)	PTHR11984	20	20	20	20	20	20
(null)	PTHR11985	1	1	1	1	1	1
(null)	PTHR11986	1	2	1	1	1	1
(null)	PTHR11987	6	6	6	6	6	6
(null)	PTHR11988	3	3	3	3	3	3
(null)	PTHR11991	1	2	1	1	2	1
(null)	PTHR11993	1	1	1	1	1	1
(null)	PTHR11994	2	1	2	2	1	2
(null)	PTHR11995	1	1	1	1	1	1
(null)	PTHR11999	2	2	2	2	2	2
(null)	PTHR12000	1	1	1	1	1	1
(null)	PTHR12001	3	3	3	3	3	3
(null)	PTHR12002	21	23	22	22	23	27
(null)	PTHR12004	1	1	1	1	3	2
(null)	PTHR12010	2	1	1	1	1	1
(null)	PTHR12011	21	21	22	23	19	24
(null)	PTHR12013	2	1	1	1	1	1
(null)	PTHR12015	22	23	22	22	28	19
(null)	PTHR12019	2	2	2	2	2	3
(null)	PTHR12021	3	4	3	2	4	5
(null)	PTHR12022	1	1	1	1	1	1
(null)	PTHR12025	5	5	5	5	5	4
(null)	PTHR12027	19	19	19	19	19	18
(null)	PTHR12029	1	1	1	1	1	1
(null)	PTHR12035	14	15	14	14	13	9
(null)	PTHR12039	2	3	2	2	3	3
(null)	PTHR12040	2	2	2	2	2	2
(null)	PTHR12042	2	2	2	2	2	2
(null)	PTHR12044	3	3	3	3	3	4
(null)	PTHR12045	1	1	1	1	1	1
(null)	PTHR12046	2	1	1	1	1	1
(null)	PTHR12047	1	1	1	1	1	1
(null)	PTHR12048	1	1	1	1	1	1
(null)	PTHR12049	1	1	1	1	1	1
(null)	PTHR12050	2	1	2	2	1	2
(null)	PTHR12052	2	2	2	2	2	1
(null)	PTHR12053	1	1	1	1	1	1
(null)	PTHR12056	1	1	1	1	1	1
(null)	PTHR12058	1	1	1	1	1	1
(null)	PTHR12059	1	1	1	1	2	0
(null)	PTHR12062	4	4	4	4	4	4
(null)	PTHR12064	4	4	4	4	4	4
(null)	PTHR12066	1	1	1	1	1	1
(null)	PTHR12067	1	1	1	1	1	1
(null)	PTHR12069	1	1	1	1	1	1
(null)	PTHR12072	2	2	2	2	2	2
(null)	PTHR12080	12	17	13	13	30	13
(null)	PTHR12081	8	8	8	8	8	8
(null)	PTHR12083	1	1	1	1	1	1
(null)	PTHR12084	2	2	2	2	2	2
(null)	PTHR12085	1	1	1	1	1	1
(null)	PTHR12086	3	3	3	4	3	3
(null)	PTHR12087	1	1	1	1	1	1
(null)	PTHR12091	1	1	1	1	1	1
(null)	PTHR12092	2	2	2	2	2	2
(null)	PTHR12093	2	2	2	2	2	2
(null)	PTHR12096	1	1	1	1	1	1
(null)	PTHR12097	1	1	1	1	1	1
(null)	PTHR12098	3	3	3	3	3	3
(null)	PTHR12100	1	1	1	1	1	1
(null)	PTHR12101	3	3	3	3	3	3
(null)	PTHR12103	4	4	5	4	4	4
(null)	PTHR12106	5	7	5	5	5	5
(null)	PTHR12107	5	6	5	4	5	4
(null)	PTHR12109	1	1	1	1	1	1
(null)	PTHR12111	2	3	2	2	2	2
(null)	PTHR12112	5	5	5	5	5	5
(null)	PTHR12113	5	4	5	5	5	5
(null)	PTHR12114	3	3	3	3	3	3
(null)	PTHR12117	1	1	1	1	1	1
(null)	PTHR12119	1	1	1	1	1	1
(null)	PTHR12120	3	3	3	3	3	3
(null)	PTHR12121	6	6	6	6	6	6
(null)	PTHR12122	2	2	2	2	2	1
(null)	PTHR12124	1	1	1	1	1	1
(null)	PTHR12125	5	5	5	5	6	5
(null)	PTHR12126	1	1	1	1	1	1
(null)	PTHR12127	3	3	3	3	3	3
(null)	PTHR12128	2	2	2	2	2	2
(null)	PTHR12129	2	2	2	2	2	2
(null)	PTHR12131	3	3	3	3	3	3
(null)	PTHR12132	1	1	1	1	1	1
(null)	PTHR12133	2	2	2	2	2	2
(null)	PTHR12135	1	1	1	1	1	1
(null)	PTHR12137	7	7	7	7	7	7
(null)	PTHR12138	2	2	2	2	2	2
(null)	PTHR12141	3	3	3	3	3	3
(null)	PTHR12143	1	1	1	1	1	1
(null)	PTHR12144	1	1	1	1	1	1
(null)	PTHR12146	1	1	1	1	2	1
(null)	PTHR12147	1	1	1	1	1	1
(null)	PTHR12149	2	2	2	2	2	2
(null)	PTHR12150	1	1	1	1	1	1
(null)	PTHR12151	2	2	2	2	2	2
(null)	PTHR12153	1	1	1	1	1	1
(null)	PTHR12154	1	1	1	1	1	1
(null)	PTHR12155	4	4	4	4	7	3
(null)	PTHR12156	3	3	3	3	3	3
(null)	PTHR12157	3	3	3	3	3	3
(null)	PTHR12159	1	1	1	1	1	1
(null)	PTHR12161	1	1	1	1	1	1
(null)	PTHR12162	1	1	1	1	1	1
(null)	PTHR12166	2	2	2	2	2	2
(null)	PTHR12167	1	1	1	1	1	1
(null)	PTHR12169	1	1	1	1	1	1
(null)	PTHR12170	3	3	3	3	3	3
(null)	PTHR12172	1	1	1	1	1	1
(null)	PTHR12173	4	4	4	4	4	4
(null)	PTHR12174	5	5	5	5	5	5
(null)	PTHR12175	1	1	2	1	1	1
(null)	PTHR12176	2	2	2	2	2	2
(null)	PTHR12178	2	2	2	2	3	3
(null)	PTHR12181	3	3	3	3	3	3
(null)	PTHR12183	1	1	1	1	1	1
(null)	PTHR12184	1	1	1	1	1	1
(null)	PTHR12185	2	2	2	2	2	2
(null)	PTHR12186	2	2	2	2	2	2
(null)	PTHR12187	2	2	2	2	2	2
(null)	PTHR12189	1	1	1	2	1	1
(null)	PTHR12190	3	3	3	3	3	3
(null)	PTHR12191	7	7	7	7	7	7
(null)	PTHR12192	2	2	2	2	2	2
(null)	PTHR12195	2	2	2	2	2	2
(null)	PTHR12196	1	1	1	1	1	1
(null)	PTHR12197	3	3	3	3	3	3
(null)	PTHR12198	2	2	2	2	2	2
(null)	PTHR12199	2	2	2	2	2	2
(null)	PTHR12200	2	3	2	2	5	1
(null)	PTHR12202	1	1	1	1	1	1
(null)	PTHR12203	2	3	3	3	3	2
(null)	PTHR12205	1	1	1	1	1	1
(null)	PTHR12207	7	7	6	7	7	7
(null)	PTHR12209	1	1	1	1	1	1
(null)	PTHR12210	6	6	6	6	6	6
(null)	PTHR12211	1	1	1	2	1	1
(null)	PTHR12213	1	1	1	1	1	1
(null)	PTHR12214	2	2	2	2	2	2
(null)	PTHR12215	1	1	1	1	1	1
(null)	PTHR12216	1	1	1	1	1	1
(null)	PTHR12217	1	1	1	1	1	1
(null)	PTHR12219	3	2	2	2	2	2
(null)	PTHR12220	1	1	1	1	1	1
(null)	PTHR12221	1	1	1	1	1	1
(null)	PTHR12223	4	4	4	4	4	4
